Faction,Class,KB,D,HK,DD,HD,Rol
Alliance,Warlock,2,6,14,27485,16367,dps
Alliance,Death Knight,2,5,19,41836,18778,dps
Alliance,Hunter,0,1,2,13111,1383,dps
Alliance,Shaman,2,7,24,32683,7964,dps
Alliance,Druid,1,5,14,23175,4944,dps
Horde,Rogue,9,3,65,52803,11361,dps
Horde,Warrior,10,1,75,61062,11554,dps
Horde,Shaman,0,1,54,13191,65371,heal
Horde,Rogue,1,4,54,39354,13876,dps
Horde,Mage,1,1,26,9126,4680,dps
Alliance,Warrior,3,4,17,23676,9164,dps
Horde,Monk,0,2,46,2167,79019,heal
Horde,Paladin,6,3,54,72891,27209,dps
Alliance,Hunter,2,4,15,37034,6838,dps
Alliance,Warrior,4,7,18,37109,10036,dps
Alliance,Warrior,4,7,15,64983,17184,dps
Horde,Warrior,8,5,50,37346,5670,dps
Horde,Death Knight,12,2,51,56280,27106,dps
Alliance,Hunter,1,7,23,28445,7326,dps
Alliance,Paladin,0,4,8,18278,5566,dps
Horde,Rogue,5,1,52,45775,4281,dps
Horde,Demon Hunter,6,3,61,46891,4973,dps
Horde,Shaman,2,5,30,21703,8831,dps
Alliance,Rogue,1,2,19,15163,4293,dps
Alliance,Hunter,1,3,8,13629,7924,dps
Alliance,Warrior,2,5,5,24220,3029,dps
Alliance,Paladin,2,1,8,16994,4059,dps
Alliance,Rogue,1,0,8,12914,2010,dps
Horde,Paladin,3,0,20,39467,9094,dps
Alliance,Warlock,3,0,10,13059,6025,dps
Horde,Warlock,4,2,22,46862,16846,dps
Horde,Shaman,0,1,25,9653,55333,heal
Alliance,Druid,0,2,10,7933,2356,dps
Alliance,Paladin,0,4,8,2590,40707,heal
Horde,Death Knight,2,3,14,23149,13827,dps
Alliance,Paladin,0,1,7,12731,8011,dps
Horde,Hunter,3,2,21,18287,1046,dps
Horde,Hunter,1,1,16,12181,3478,dps
Horde,Priest,1,0,19,13207,1957,dps
Horde,Mage,4,1,22,37402,4834,dps
Horde,Shaman,4,0,18,28005,3528,dps
Horde,Hunter,4,1,16,16484,1920,dps
Alliance,Warrior,0,5,27,25807,37010,dps
Alliance,Warlock,4,5,34,40809,20352,dps
Alliance,Monk,3,4,28,27297,19112,dps
Alliance,Mage,0,7,28,47394,3058,dps
Horde,Rogue,4,1,41,41636,9457,dps
Alliance,Druid,0,2,31,8216,118000,heal
Alliance,Paladin,0,4,20,3523,75378,heal
Alliance,Demon Hunter,5,1,27,21088,3541,dps
Horde,Hunter,2,5,28,58681,5371,dps
Horde,Warrior,5,4,40,66210,9229,dps
Alliance,Monk,7,0,36,63343,28769,dps
Horde,Shaman,1,4,34,14851,92428,heal
Horde,Hunter,3,1,43,40967,2553,dps
Alliance,Demon Hunter,7,2,34,84422,4654,dps
Alliance,Warrior,1,3,27,44713,4474,dps
Alliance,Monk,3,5,24,49373,19907,dps
Horde,Warrior,5,6,36,85790,7401,dps
Horde,Druid,0,3,36,44771,33110,dps
Horde,Shaman,2,4,35,32599,2259,dps
Horde,Mage,3,3,48,102000,6822,dps
Horde,Shaman,1,2,34,17472,69079,heal
Alliance,Warlock,2,3,31,96175,22865,dps
Horde,Mage,7,3,35,66191,9803,dps
Horde,Priest,7,4,41,57182,16989,dps
Horde,Rogue,3,3,28,46095,8750,dps
Alliance,Priest,0,5,30,7184,74104,heal
Horde,Monk,0,1,46,3546,123000,heal
Horde,Hunter,3,0,43,29871,3647,dps
Alliance,Demon Hunter,5,4,31,75277,12759,dps
Alliance,Hunter,3,2,25,17413,7756,dps
Horde,Shaman,6,3,39,44741,11022,dps
Alliance,Demon Hunter,2,3,6,70538,7862,dps
Alliance,Hunter,1,5,11,33393,0,dps
Alliance,Warrior,1,3,15,19310,95,dps
Horde,Hunter,3,1,44,64569,5492,dps
Alliance,Druid,0,0,13,2208,46159,heal
Alliance,Demon Hunter,3,2,13,52064,6226,dps
Alliance,Druid,0,4,14,12,113000,heal
Alliance,Warlock,2,3,12,37793,9550,dps
Alliance,Monk,0,9,5,22768,11613,dps
Horde,Rogue,3,1,41,37217,3241,dps
Alliance,Mage,1,5,13,47364,15434,dps
Alliance,Paladin,2,1,15,8218,79470,heal
Alliance,Druid,0,2,8,3344,0,dps
Horde,Shaman,2,0,37,9153,110000,heal
Alliance,Shaman,1,3,12,23407,12949,dps
Horde,Hunter,5,1,42,63971,3709,dps
Horde,Priest,4,0,44,25209,88107,heal
Horde,Druid,5,0,38,22077,4263,dps
Horde,Hunter,1,0,26,18026,1367,dps
Horde,Druid,1,1,36,46841,116435,heal
Horde,Shaman,4,2,43,62416,22082,dps
Horde,Paladin,0,0,32,11490,9930,dps
Alliance,Demon Hunter,0,5,4,21706,5333,dps
Horde,Hunter,2,4,37,29457,8113,dps
Horde,Priest,0,0,45,14165,72554,heal
Horde,Druid,4,1,33,42632,4421,dps
Alliance,Hunter,0,5,16,65765,10051,dps
Horde,Demon Hunter,4,2,35,56060,5464,dps
Alliance,Druid,10,0,52,72753,5814,dps
Alliance,Mage,6,0,51,61626,12396,dps
Horde,Druid,0,8,7,50999,2698,dps
Horde,Shaman,0,9,9,39803,16304,dps
Horde,Mage,3,3,11,52722,8052,dps
Horde,Hunter,3,2,13,36993,6917,dps
Alliance,Priest,5,1,47,65778,10115,dps
Alliance,Death Knight,3,3,47,68523,33472,dps
Horde,Druid,0,6,11,1210,44721,heal
Horde,Shaman,0,8,7,5301,53696,heal
Horde,Druid,0,4,11,48433,30973,dps
Alliance,Druid,0,2,48,0,83586,heal
Horde,Demon Hunter,3,8,6,51910,8760,dps
Horde,Paladin,2,4,13,34762,12522,dps
Horde,Mage,2,4,11,52423,14434,dps
Alliance,Paladin,7,0,48,34276,17892,dps
Alliance,Monk,0,2,49,48,112000,heal
Alliance,Warrior,11,1,50,53914,8231,dps
Alliance,Monk,7,1,46,68868,18695,dps
Alliance,Rogue,6,3,40,42804,1786,dps
Horde,Mage,0,5,20,48901,14294,dps
Horde,Warrior,6,6,20,67083,9600,dps
Alliance,Shaman,1,2,35,53763,6517,dps
Horde,Demon Hunter,3,2,20,55679,8492,dps
Horde,Monk,0,1,22,1482,173000,heal
Horde,Shaman,0,1,13,5195,30084,heal
Alliance,Hunter,1,5,28,86633,13275,dps
Alliance,Druid,7,3,34,87272,21339,dps
Alliance,Priest,0,3,34,24738,114000,heal
Alliance,Death Knight,4,1,32,67247,22326,dps
Horde,Monk,0,5,18,521,138000,heal
Horde,Paladin,4,7,20,61329,24079,dps
Alliance,Paladin,1,4,24,28042,6379,dps
Alliance,Priest,7,2,34,114000,24281,dps
Alliance,Paladin,4,0,36,60125,25773,dps
Horde,Rogue,1,1,11,53876,6076,dps
Horde,Mage,1,4,19,41051,9449,dps
Alliance,Priest,12,0,33,74962,9774,dps
Horde,Shaman,8,4,21,92886,18424,dps
Alliance,Shaman,0,3,26,16344,109000,heal
Alliance,Rogue,1,1,15,33634,9288,dps
Horde,Shaman,3,3,14,29939,2179,dps
Alliance,Warlock,1,6,11,12371,12542,dps
Horde,Demon Hunter,5,0,18,27661,3076,dps
Alliance,Mage,2,2,9,29025,12012,dps
Horde,Shaman,0,1,19,6196,57026,heal
Alliance,Paladin,1,3,8,42415,10479,dps
Alliance,Priest,0,0,8,4669,53687,heal
Alliance,Warlock,1,2,9,17772,11938,dps
Alliance,Warlock,1,3,7,10812,2314,dps
Alliance,Priest,3,4,10,47901,15828,dps
Horde,Warrior,2,1,17,32212,4479,dps
Horde,Warrior,4,2,21,29256,5581,dps
Alliance,Paladin,3,4,12,53936,12962,dps
Horde,Warlock,2,3,11,19341,8754,dps
Horde,Priest,4,2,16,33770,6774,dps
Horde,Warlock,4,1,16,70233,18003,dps
Horde,Demon Hunter,4,1,19,38725,6528,dps
Alliance,Rogue,2,3,7,24556,6083,dps
Horde,Priest,0,1,22,12802,93809,heal
Alliance,Warlock,2,3,21,78637,31652,dps
Horde,Shaman,6,3,42,58509,5291,dps
Horde,Warlock,7,1,33,98288,46397,dps
Horde,Druid,0,1,43,7963,118000,heal
Alliance,Death Knight,1,4,13,16768,12760,dps
Horde,Warrior,18,0,45,86247,11423,dps
Horde,Shaman,1,5,33,11183,78644,heal
Horde,Warrior,3,4,22,19488,13092,dps
Horde,Mage,1,7,18,41750,3122,dps
Alliance,Rogue,6,5,20,83211,14177,dps
Alliance,Warrior,4,10,13,61479,12604,dps
Horde,Demon Hunter,7,2,28,60787,15181,dps
Alliance,Hunter,3,6,16,61370,7121,dps
Alliance,Druid,0,6,12,1663,58244,heal
Alliance,Priest,0,6,11,2747,57114,heal
Alliance,Rogue,3,6,14,46336,8072,dps
Horde,Hunter,7,1,39,88351,5483,dps
Horde,Druid,5,3,44,59769,6680,dps
Alliance,Priest,2,5,10,37080,25063,dps
Alliance,Warrior,6,4,17,56107,17794,dps
Horde,Mage,3,3,21,24718,6235,dps
Horde,Demon Hunter,2,1,30,17887,2230,dps
Alliance,Monk,1,3,16,18622,16727,dps
Horde,Monk,0,2,21,684,28731,heal
Horde,Shaman,0,1,31,9907,59273,heal
Horde,Death Knight,6,2,28,31709,7046,dps
Alliance,Demon Hunter,0,4,9,12380,873,dps
Horde,Warrior,6,4,26,54586,5175,dps
Alliance,Rogue,0,3,14,23328,4003,dps
Alliance,Shaman,0,4,3,13488,0,dps
Horde,Demon Hunter,3,2,29,22816,2599,dps
Alliance,Hunter,1,6,15,40247,10384,dps
Alliance,Death Knight,5,2,10,33673,20513,dps
Alliance,Druid,0,3,8,51,36780,heal
Alliance,Monk,3,4,13,27462,16376,dps
Horde,Monk,3,0,28,42135,12250,dps
Alliance,Mage,3,4,12,25968,3387,dps
Horde,Rogue,7,0,32,52279,4973,dps
Horde,Priest,7,1,34,58823,16290,dps
Alliance,Warlock,3,3,14,35167,23944,dps
Horde,Mage,4,4,22,30152,3995,dps
Alliance,Paladin,7,4,23,45938,16191,dps
Alliance,Warrior,1,6,16,28822,0,dps
Horde,Rogue,1,3,14,31461,3521,dps
Horde,Demon Hunter,7,3,25,50706,5248,dps
Alliance,Hunter,1,4,22,16091,6837,dps
Horde,Druid,2,3,20,36005,4733,dps
Alliance,Mage,3,4,30,32858,2058,dps
Alliance,Paladin,8,5,27,45134,12837,dps
Alliance,Death Knight,1,0,26,55732,23685,dps
Horde,Shaman,1,2,30,15862,89427,heal
Alliance,Priest,2,1,27,6066,55883,heal
Alliance,Warrior,5,3,30,75330,26564,dps
Horde,Shaman,1,7,12,23979,18794,dps
Alliance,Druid,2,0,31,14984,73617,heal
Horde,Warlock,5,3,25,34091,17165,dps
Alliance,Mage,5,6,19,60797,9788,dps
Horde,Hunter,4,4,24,32469,9885,dps
Horde,Paladin,0,5,15,95502,31823,dps
Horde,Paladin,8,1,28,46024,22912,dps
Horde,Shaman,0,2,14,2579,65173,heal
Horde,Monk,1,2,17,154,59401,heal
Alliance,Warlock,3,6,8,103000,35838,dps
Horde,Paladin,4,1,15,40138,23324,dps
Alliance,Death Knight,1,3,7,17164,18384,dps
Alliance,Druid,4,3,12,49808,14442,dps
Alliance,Rogue,1,3,10,20978,12313,dps
Horde,Paladin,5,0,19,34984,12045,dps
Horde,Demon Hunter,5,4,11,55357,10174,dps
Horde,Paladin,2,1,19,33555,9599,dps
Horde,Warlock,1,4,4,18378,8630,dps
Horde,Hunter,2,0,19,34062,6011,dps
Horde,Mage,5,1,19,44478,5243,dps
Horde,Druid,1,0,2,9029,4538,dps
Alliance,Rogue,1,3,7,13179,1791,dps
Alliance,Hunter,0,1,7,21442,5437,dps
Alliance,Demon Hunter,0,3,6,30948,13084,dps
Horde,Warrior,0,0,18,8708,700,dps
Horde,Rogue,1,0,1,1543,0,dps
Horde,Mage,3,0,24,38154,4869,dps
Horde,Death Knight,3,2,25,60011,13190,dps
Alliance,Death Knight,2,1,7,22166,7439,dps
Horde,Shaman,0,2,25,6454,90365,heal
Horde,Mage,1,0,25,26806,7064,dps
Horde,Warrior,7,0,24,28819,7315,dps
Horde,Warlock,6,2,24,68216,17551,dps
Alliance,Death Knight,0,2,5,12355,7194,dps
Alliance,Warrior,2,6,5,21008,11092,dps
Alliance,Warlock,1,4,7,45357,17826,dps
Alliance,Paladin,2,5,7,19143,13923,dps
Horde,Hunter,3,1,24,33482,6872,dps
Alliance,Druid,0,3,7,0,69910,heal
Horde,Warlock,2,0,25,16745,4845,dps
Horde,Rogue,4,0,46,27239,1068,dps
Horde,Rogue,5,3,40,34711,4836,dps
Alliance,Druid,1,7,8,37473,6613,dps
Horde,Demon Hunter,1,0,40,53847,54700,dps
Alliance,Priest,6,3,8,50761,17496,dps
Horde,Hunter,5,2,41,47827,8017,dps
Alliance,Mage,1,2,5,20397,4430,dps
Horde,Shaman,8,2,30,52754,2307,dps
Horde,Mage,6,0,37,55584,16291,dps
Horde,Shaman,0,0,39,9206,56252,heal
Alliance,Priest,2,4,14,55752,16909,dps
Horde,Rogue,1,0,3,6170,117,dps
Alliance,Death Knight,1,5,12,89171,30882,dps
Alliance,Warlock,0,7,9,14427,1634,dps
Alliance,Warrior,0,2,5,11550,628,dps
Alliance,Monk,2,3,5,38716,30693,dps
Horde,Mage,2,1,39,27270,6213,dps
Horde,Monk,4,0,19,20296,11997,dps
Alliance,Mage,0,6,1,10966,1657,dps
Alliance,Shaman,0,5,12,1939,50584,heal
Horde,Priest,1,0,36,21095,66086,heal
Horde,Rogue,4,3,26,17277,2267,dps
Horde,Priest,0,1,40,20178,96774,heal
Horde,Warrior,8,3,33,71695,18676,dps
Horde,Druid,3,3,30,56667,15319,dps
Alliance,Hunter,0,0,6,13533,662,dps
Alliance,Warlock,2,6,12,37450,21536,dps
Alliance,Hunter,0,2,18,30433,2460,dps
Horde,Hunter,1,0,43,13557,83,dps
Alliance,Mage,5,5,33,61371,7492,dps
Horde,Death Knight,6,7,25,86053,32145,dps
Alliance,Death Knight,6,3,33,81815,18054,dps
Alliance,Shaman,0,2,31,376,74502,heal
Horde,Rogue,1,4,5,32901,4406,dps
Alliance,Mage,5,5,32,59780,6497,dps
Horde,Shaman,5,4,39,81232,4843,dps
Horde,Mage,6,4,40,85971,7710,dps
Alliance,Warrior,0,1,22,14625,151,dps
Horde,Shaman,13,1,46,152000,19158,dps
Horde,Shaman,0,5,21,18065,134000,heal
Alliance,Druid,5,8,31,72873,26771,dps
Alliance,Druid,0,2,30,14989,142000,heal
Horde,Paladin,2,4,44,47024,34247,dps
Horde,Shaman,0,1,42,5041,39188,heal
Alliance,Paladin,4,8,25,63910,12486,dps
Horde,Priest,0,3,37,11169,121000,heal
Alliance,Druid,2,3,21,18304,94497,heal
Alliance,Mage,2,3,23,68646,955,dps
Horde,Rogue,4,3,29,57225,2269,dps
Alliance,Rogue,5,5,24,68246,5319,dps
Alliance,Mage,12,0,28,72836,4575,dps
Alliance,Priest,0,2,39,21738,178000,heal
Horde,Warlock,4,3,28,65517,34603,dps
Horde,Druid,11,5,42,105000,7269,dps
Horde,Warlock,1,5,25,44523,33383,dps
Alliance,Paladin,2,3,33,62039,26159,dps
Horde,Rogue,1,1,13,45638,8349,dps
Alliance,Warrior,9,6,31,64878,12036,dps
Alliance,Hunter,1,5,31,46972,10527,dps
Alliance,Druid,4,7,28,45914,15405,dps
Alliance,Paladin,2,6,29,44282,21805,dps
Horde,Priest,12,2,55,69768,25886,dps
Alliance,Druid,0,5,30,40268,12248,dps
Horde,Shaman,1,4,51,11681,120000,heal
Alliance,Warrior,11,7,31,47626,10030,dps
Horde,Warlock,11,3,54,54964,21751,dps
Horde,Warlock,14,2,56,54636,21335,dps
Alliance,Rogue,4,6,35,59232,16592,dps
Alliance,Paladin,1,9,35,75366,18664,dps
Horde,Mage,2,5,45,41122,15635,dps
Alliance,Hunter,3,1,35,33914,8201,dps
Horde,Mage,1,5,47,23531,21890,dps
Horde,Warlock,2,3,33,12778,13420,dps
Horde,Paladin,6,2,49,76370,24944,dps
Horde,Mage,2,7,45,46803,8438,dps
Alliance,Warrior,4,6,34,28233,4772,dps
Horde,Shaman,6,5,52,55160,11923,dps
Alliance,Priest,0,2,19,5360,57970,heal
Alliance,Shaman,4,2,19,67727,5071,dps
Horde,Mage,3,4,13,56374,11710,dps
Alliance,Mage,1,2,20,40253,13253,dps
Horde,Demon Hunter,0,2,18,41053,29495,dps
Alliance,Warlock,6,1,19,76237,34200,dps
Horde,Warrior,3,2,17,26617,680,dps
Alliance,Warrior,1,1,4,11503,1244,dps
Horde,Warlock,1,1,19,40794,9038,dps
Horde,Priest,0,1,17,7283,98892,heal
Horde,Warrior,3,3,12,22933,2225,dps
Alliance,Priest,5,2,21,80772,11237,dps
Horde,Shaman,0,2,18,10988,84513,heal
Alliance,Priest,0,2,20,27621,123000,heal
Alliance,Paladin,0,2,21,14924,9505,dps
Alliance,Warlock,0,1,3,2819,1668,dps
Alliance,Druid,4,4,18,43314,14914,dps
Horde,Warrior,5,0,19,26456,7376,dps
Horde,Hunter,1,2,19,83616,2853,dps
Horde,Warrior,3,5,14,40242,6804,dps
Horde,Druid,2,8,18,46023,3560,dps
Alliance,Mage,3,2,54,50139,11408,dps
Alliance,Monk,2,4,49,19682,63722,heal
Horde,Shaman,0,5,18,8155,52525,heal
Alliance,Mage,5,5,44,31525,14035,dps
Alliance,Hunter,8,1,60,74246,5960,dps
Horde,Mage,1,5,17,64917,19161,dps
Alliance,Rogue,2,5,48,30889,7506,dps
Alliance,Paladin,3,1,59,67543,20838,dps
Horde,Death Knight,2,6,18,79421,31183,dps
Horde,Warrior,6,7,13,45738,3546,dps
Alliance,Priest,0,1,59,1637,195000,heal
Horde,Demon Hunter,0,7,14,44186,10973,dps
Horde,Mage,3,7,16,66487,9653,dps
Alliance,Hunter,4,2,56,62711,3727,dps
Alliance,Warlock,9,0,62,87828,27487,dps
Alliance,Paladin,23,0,62,101000,12423,dps
Horde,Death Knight,2,4,17,25122,18828,dps
Horde,Paladin,0,6,17,10283,46352,heal
Horde,Warlock,5,7,15,48000,16814,dps
Alliance,Demon Hunter,3,2,47,70484,10373,dps
Horde,Rogue,7,4,26,47437,4763,dps
Alliance,Druid,0,2,47,1014,128000,heal
Alliance,Paladin,5,4,42,46811,24846,dps
Alliance,Warlock,9,3,49,81937,15134,dps
Alliance,Mage,4,4,45,33576,12256,dps
Alliance,Mage,6,2,49,76287,6535,dps
Horde,Mage,3,4,24,71009,3386,dps
Horde,Shaman,1,5,22,11168,86090,heal
Alliance,Demon Hunter,4,3,43,26973,22460,dps
Horde,Warrior,6,6,25,52467,9495,dps
Horde,Demon Hunter,1,5,19,29207,2983,dps
Horde,Priest,0,5,23,10330,114000,heal
Alliance,Demon Hunter,10,1,50,87765,10367,dps
Horde,Demon Hunter,5,4,24,66599,8955,dps
Horde,Shaman,3,8,21,66610,6397,dps
Alliance,Demon Hunter,4,3,51,67876,8942,dps
Alliance,Shaman,0,5,46,4639,60170,heal
Horde,Mage,3,6,22,58897,15577,dps
Horde,Warlock,0,2,29,40329,13640,dps
Horde,Warlock,2,3,22,43576,20655,dps
Alliance,Warrior,3,6,36,19329,3194,dps
Alliance,Paladin,0,5,39,3606,98315,heal
Alliance,Warlock,7,4,40,85586,26630,dps
Horde,Rogue,5,7,37,75885,14350,dps
Horde,Death Knight,4,5,38,95537,86042,dps
Horde,Mage,8,3,38,77197,7210,dps
Horde,Warrior,3,5,38,52652,4186,dps
Horde,Shaman,0,8,36,7988,93927,heal
Alliance,Paladin,10,3,36,96948,20301,dps
Horde,Hunter,3,3,36,40886,11454,dps
Alliance,Paladin,15,1,42,120000,36123,dps
Alliance,Monk,0,5,41,35008,61404,heal
Alliance,Rogue,3,4,41,58569,12269,dps
Horde,Monk,0,3,41,6639,116000,heal
Alliance,Druid,2,5,41,52062,17833,dps
Horde,Hunter,8,3,31,47878,10866,dps
Alliance,Paladin,2,5,37,92763,23055,dps
Horde,Mage,5,3,39,86515,16473,dps
Alliance,Hunter,2,6,41,57969,9310,dps
Alliance,Monk,4,4,22,39702,19076,dps
Horde,Rogue,6,2,38,42395,4749,dps
Horde,Warlock,1,5,34,19102,12146,dps
Alliance,Paladin,3,5,23,52063,14630,dps
Horde,Death Knight,4,4,33,39191,18903,dps
Horde,Shaman,0,4,41,10269,91595,heal
Horde,Death Knight,6,1,43,23545,14513,dps
Alliance,Warlock,5,4,22,56880,22975,dps
Horde,Warrior,7,3,38,38509,11850,dps
Alliance,Mage,2,6,22,31119,769,dps
Horde,Demon Hunter,1,4,29,11679,1956,dps
Alliance,Shaman,3,6,24,42817,6532,dps
Alliance,Druid,0,5,21,25909,4852,dps
Alliance,Warrior,5,4,24,42177,2774,dps
Horde,Druid,5,2,39,72724,11281,dps
Alliance,Paladin,0,3,27,3323,40559,heal
Horde,Mage,6,4,33,38118,7450,dps
Horde,Warlock,7,1,41,46512,8569,dps
Alliance,Warrior,7,3,20,29758,8636,dps
Horde,Mage,7,6,58,79443,40491,dps
Alliance,Mage,4,6,54,75880,11597,dps
Alliance,Druid,0,7,44,0,69591,heal
Horde,Rogue,5,5,53,34547,9505,dps
Alliance,Paladin,14,7,50,83601,20097,dps
Alliance,Shaman,5,8,47,73443,19092,dps
Alliance,Mage,4,5,46,52811,10124,dps
Horde,Shaman,0,7,56,10096,80033,heal
Alliance,Shaman,3,6,50,38351,13031,dps
Horde,Rogue,4,6,54,14411,21131,dps
Horde,Warlock,21,2,62,120000,98595,dps
Horde,Warrior,11,7,47,77200,34835,dps
Horde,Death Knight,4,6,51,50851,23812,dps
Horde,Warrior,5,7,44,26669,5950,dps
Horde,Rogue,4,7,52,53392,16724,dps
Alliance,Warlock,8,4,55,55898,17971,dps
Alliance,Death Knight,9,6,49,98756,22422,dps
Alliance,Hunter,5,6,49,73531,6765,dps
Alliance,Druid,7,7,50,91472,10294,dps
Horde,Hunter,1,8,49,36503,11728,dps
Alliance,Monk,0,2,46,273,212000,heal
Alliance,Warrior,17,5,45,138000,22898,dps
Horde,Rogue,5,3,28,69020,8216,dps
Horde,Warrior,2,8,23,74238,7893,dps
Horde,Shaman,1,2,24,4140,98154,heal
Alliance,Mage,6,3,45,89714,18490,dps
Horde,Shaman,0,5,18,14268,51726,heal
Horde,Warlock,4,4,28,79250,29924,dps
Alliance,Hunter,5,4,36,36925,9128,dps
Horde,Warlock,8,5,25,130000,53295,dps
Alliance,Hunter,3,4,43,73168,9238,dps
Alliance,Demon Hunter,2,3,45,52055,1711,dps
Horde,Demon Hunter,6,1,22,50977,8559,dps
Horde,Demon Hunter,1,5,17,75031,8670,dps
Horde,Paladin,1,2,25,4266,81144,heal
Alliance,Warrior,4,4,44,60134,13751,dps
Alliance,Rogue,8,3,48,80889,15353,dps
Horde,Death Knight,1,0,14,37010,48361,dps
Alliance,Rogue,2,3,14,29309,15555,dps
Alliance,Mage,1,2,13,29756,10065,dps
Alliance,Monk,2,2,15,3208,30150,heal
Horde,Hunter,1,2,13,53986,6408,dps
Alliance,Death Knight,2,3,10,67980,10067,dps
Alliance,Hunter,2,1,14,47660,9277,dps
Horde,Hunter,1,1,10,10360,7126,dps
Horde,Druid,5,3,10,51450,7569,dps
Horde,Shaman,0,0,9,993,31357,heal
Horde,Mage,2,2,14,28486,7140,dps
Horde,Shaman,1,0,8,5893,25072,heal
Horde,Monk,0,1,11,2518,52178,heal
Alliance,Priest,0,1,15,26420,143000,heal
Horde,Hunter,3,1,14,64676,6194,dps
Alliance,Warrior,3,3,14,52009,10815,dps
Alliance,Death Knight,1,0,14,30151,16314,dps
Horde,Shaman,2,1,12,75036,4745,dps
Alliance,Priest,2,0,15,73141,18199,dps
Horde,Death Knight,3,4,56,68759,2003,dps
Alliance,Warrior,4,5,12,41076,8009,dps
Horde,Rogue,5,2,46,63447,19978,dps
Horde,Druid,4,2,60,48223,8191,dps
Alliance,Demon Hunter,5,4,15,57192,9139,dps
Horde,Druid,5,1,43,26753,462,dps
Alliance,Paladin,4,3,13,21547,10455,dps
Alliance,Druid,1,4,12,28490,278,dps
Horde,Priest,7,0,59,72947,14646,dps
Alliance,Demon Hunter,2,8,14,67503,6576,dps
Alliance,Druid,0,6,14,2853,114000,heal
Horde,Shaman,2,1,66,14098,103000,heal
Alliance,Priest,1,6,15,23349,75091,heal
Horde,Priest,4,1,64,16093,81297,heal
Alliance,Paladin,0,6,10,51499,20862,dps
Horde,Monk,8,3,59,53737,20958,dps
Horde,Demon Hunter,1,1,29,29317,6679,dps
Horde,Hunter,3,4,46,33327,12025,dps
Alliance,Mage,1,4,10,34679,11701,dps
Alliance,Hunter,2,9,13,11150,129,dps
Alliance,Warrior,4,1,12,35884,12652,dps
Horde,Rogue,9,1,56,58301,11934,dps
Horde,Warlock,7,4,57,57060,22010,dps
Horde,Rogue,5,5,41,69940,17647,dps
Alliance,Hunter,0,9,18,26934,15295,dps
Horde,Shaman,10,4,59,75840,11148,dps
Alliance,Hunter,0,8,13,33535,8935,dps
Alliance,Warrior,2,9,17,36034,3591,dps
Horde,Druid,11,0,74,57527,6663,dps
Alliance,Rogue,3,4,20,20672,13754,dps
Alliance,Mage,1,5,17,44944,11552,dps
Alliance,Shaman,0,8,18,3538,50332,heal
Horde,Rogue,1,0,28,41642,5374,dps
Horde,Priest,11,2,48,79277,14164,dps
Alliance,Warrior,1,6,16,54428,7977,dps
Horde,Monk,2,1,40,26218,15029,dps
Horde,Mage,8,1,31,60571,1735,dps
Alliance,Rogue,1,4,19,19669,10734,dps
Alliance,Warrior,2,4,19,28076,4369,dps
Horde,Death Knight,2,1,34,24614,53293,dps
Alliance,Paladin,3,5,19,118000,28467,dps
Horde,Priest,1,2,43,29031,83687,heal
Horde,Shaman,0,3,48,7891,89729,heal
Alliance,Warlock,4,5,17,53285,27152,dps
Horde,Shaman,0,1,43,7074,121000,heal
Horde,Paladin,4,3,39,57822,24251,dps
Alliance,Hunter,2,3,21,31647,6484,dps
Horde,Druid,3,0,32,39659,5570,dps
Alliance,Mage,1,3,20,58149,15114,dps
Alliance,Druid,1,0,5,4476,0,dps
Alliance,Mage,1,3,6,26645,8720,dps
Horde,Mage,4,3,11,22335,5918,dps
Alliance,Mage,1,2,18,28407,20512,dps
Alliance,Shaman,0,6,11,10477,74377,heal
Horde,Warrior,4,3,46,38283,6295,dps
Horde,Priest,10,1,47,94373,18876,dps
Alliance,Rogue,2,1,15,14029,1934,dps
Alliance,Warrior,0,1,1,4967,1323,dps
Horde,Warrior,5,3,15,47579,8758,dps
Horde,Shaman,4,0,42,37471,6675,dps
Horde,Rogue,1,3,19,12815,8315,dps
Alliance,Mage,0,3,38,32244,5841,dps
Horde,Druid,5,8,19,51777,1491,dps
Horde,Warlock,5,4,21,52035,25280,dps
Alliance,Paladin,9,2,47,81704,14283,dps
Horde,Rogue,1,8,16,26180,17830,dps
Horde,Shaman,0,11,15,11146,69345,heal
Alliance,Druid,15,3,44,85682,10930,dps
Alliance,Paladin,1,2,15,16469,12671,dps
Alliance,Demon Hunter,10,3,45,82541,16073,dps
Horde,Warlock,2,12,16,50784,30645,dps
Alliance,Mage,8,4,37,63112,6946,dps
Horde,Warlock,7,6,23,68785,44256,dps
Alliance,Monk,2,3,41,8886,118000,heal
Alliance,Warlock,7,3,41,62628,24025,dps
Horde,Warlock,1,1,14,6715,8909,dps
Horde,Druid,0,2,16,20666,16116,dps
Alliance,Warrior,5,3,39,50327,4656,dps
Alliance,Rogue,4,5,38,61225,9215,dps
Horde,Paladin,8,6,27,87013,13419,dps
Horde,Priest,7,4,23,58117,27284,dps
Horde,Paladin,1,0,14,7888,8930,heal
Alliance,Priest,3,5,13,30613,12804,dps
Alliance,Mage,1,1,12,16025,3195,dps
Horde,Paladin,0,1,22,1739,18596,heal
Horde,Druid,1,3,19,21357,3923,dps
Horde,Shaman,0,1,25,8958,60665,heal
Alliance,Druid,0,1,11,4022,32412,heal
